2.1  0.189638
2.2  0.165486
2.3  0.144932
2.4  0.127692
2.5  0.113474
2.6  0.101983
2.7  0.0929267
2.8  0.0860114
2.9  0.0809438
3  0.0774305
3.1  0.0751782
3.2  0.0738935
3.3  0.0732829
3.4  0.0730532
3.5  0.0729109
3.6  0.072564
3.7  0.0718295
3.8  0.0707169
3.9  0.0692553
4  0.0674738
4.1  0.0654014
4.2  0.0630674
4.3  0.0605006
4.4  0.0577303
4.5  0.0547854
4.6  0.0516952
4.7  0.0484886
4.8  0.0451948
4.9  0.0418428
5  0.0384617


-5  0.0384615
-4.9  0.0400653
-4.8  0.041698
-4.7  0.0433885
-4.6  0.0451658
-4.5  0.0470588
-4.4  0.0490928
-4.3  0.0512789
-4.2  0.0536244
-4.1  0.0561368
-4  0.0588235
-3.9  0.0616946
-3.8  0.0647712
-3.7  0.0680771
-3.6  0.071636
-3.5  0.0754716
-3.4  0.0796108
-3.3  0.0840919
-3.2  0.0889562
-3.1  0.0942451
-3  0.0999999
-2.9  0.106268
-2.8  0.113119
-2.7  0.120629
-2.6  0.128874
-2.5  0.137931
-2.4  0.14789
-2.3  0.158906
-2.2  0.17115
-2.1  0.184791
-2  0.2
-1.9  0.216963
-1.8  0.235939
-1.7  0.257202
-1.6  0.281028
-1.5  0.307692
-1.4  0.337522
-1.3  0.371066
-1.2  0.408926
-1.1  0.451703
-1  0.499999
-0.900003  0.554053
-0.800003  0.612654
-0.700003  0.674228
-0.600003  0.7372
-0.500003  0.799998
-0.400003  0.860598
-0.300003  0.915173
-0.200003  0.959448
-0.100003  0.989149
-2.51979e-06  1
0.0999975  0.98915
0.199997  0.95945
0.299997  0.915175
0.399997  0.8606
0.499997  0.800002
0.599997  0.737204
0.699997  0.674231
0.799998  0.612657
0.899998  0.554056
0.999998  0.500001
1.1  0.451705
1.2  0.408928
1.3  0.371068
1.4  0.337523
1.5  0.307693
1.6  0.28103
1.7  0.257204
1.8  0.23594
1.9  0.216964
2  0.2
2.1  0.184792
2.2  0.171151
2.3  0.158907
2.4  0.147891
2.5  0.137931
2.6  0.128875
2.7  0.120629
2.8  0.113119
2.9  0.106268
3  0.1
3.1  0.0942454
3.2  0.0889564
3.3  0.0840921
3.4  0.079611
3.5  0.0754718
3.6  0.0716362
3.7  0.0680773
3.8  0.0647714
3.9  0.0616948
4  0.0588236
4.1  0.0561369
4.2  0.0536245
4.3  0.051279
4.4  0.0490929
4.5  0.0470589
4.6  0.0451659
4.7  0.0433886
4.8  0.0416981
4.9  0.0400654
5  0.0384616


